HGT1-5,,HGT1-4,,HGT1-1,,HGT1-2,,HGT1-3,
X,Y,X,Y,X,Y,X,Y,X,Y
13.718137851683174,2839.8748182920835,17.008245129071845,3477.403405460959,10.153854967845433,3471.977630251011,8.117121891366736,3214.1757967040603,16.18571830972467,3005.360962195494
16.368502047357374,3147.7875614566256,21.12087922580769,4238.368378656148,12.073084212988825,3597.4486819810554,12.347259819437888,3332.5352073553513,18.65329876776618,3290.2141607177573
16.18571830972467,3005.360962195494,22.32725189418354,4416.605094302935,14.65033491360996,3684.1254409599724,17.28242073552091,3501.8193939057246,20.57252801290958,3404.155440126662
17.28242073552091,4222.0910530263045,21.669230438705803,4315.6856753979055,16.734069522622782,3786.672592427987,20.57252801290958,3638.5489291964104,21.669230438705803,3485.5420682758804
17.83077194841902,4511.013582956029,23.17719627417562,4549.672231326907,18.379123161317132,3859.9205577622834,25.78186453544165,3826.00946270011,27.426918174135984,3874.8414395896407
18.379123161317132,4922.01605510958,23.86263529029825,4702.272159106691,21.395054832256754,3931.8120792940936,29.071971812830334,3916.8911974667362,30.442849845075607,3959.2122441043302
19.293041849480637,5343.8700776830265,24.95933771609449,4830.456098441709,24.685162109645425,4017.2680388507724,35.29967487360175,4128.883986026844,35.652186367607676,4030.832476875642
18.927474374215244,5129.551956890085,25.78186453544165,4964.065812986676,27.975269387034096,4076.951566160198,38.39394243209825,4190.892845569104,40.038996070792585,4076.951566160198
20.024176800011467,5564.970417488403,27.701093780585047,5076.650648593094,31.26537666442278,4114.931992629834,41.68404970948692,4230.229715841226,43.329103348181256,4106.793329814912
20.57252801290958,5764.367656453987,29.894498632177495,5278.082553262409,41.13569849658881,4224.803940631278,54.84447881904163,4387.577196929714,46.61921062556994,4129.85287445719
21.12087922580769,5894.5862614927355,32.08790348376994,5396.500097219521,44.425805773977494,4256.906443956803,58.134586096430304,4420.131848189401,49.90931790295861,4147.4866438895215
21.852014176338507,6160.449246780182,34.281308335362404,5499.861114969028,54.29612760614352,4273.635917520809,60.602166554471815,4448.617168041627,53.1994251803473,4163.763969519365
22.491757258052978,6413.426015944002,36.84028066222026,5616.96742991707,74.03677127047558,4250.5763728785305,65.53732747055483,4484.969861948279,56.68537217662816,4190.117734824826
23.04010847095109,6553.817949501403,39.49064485789447,5713.501013860726,77.32687854786425,4262.784367100913,71.29501520598501,4489.310482116237,74.03677127047558,4250.5763728785305
24.04541902793097,6776.274733109265,42.780752135283144,5780.102404562836,80.61698582525295,4266.853698508374,74.58512248337368,4525.934464783385,77.32687854786425,4262.784367100913
24.685162109645425,6981.097747284797,45.87501969377964,5839.16584327684,83.90709310264162,4269.566586113348,77.87522976076238,4553.063340833125,80.61698582525295,4266.853698508374
25.5076889289926,7074.692369656398,49.3609666900605,5890.516930085275,87.1972003800303,4274.992361323296,81.16533703815105,4577.47932927789,83.90709310264162,4269.566586113348
26.238823879523416,7251.030063979704,52.651073967449186,5924.880173081612,89.11642962517368,4283.131024138218,84.45544431553972,4601.895317722656,87.1972003800303,4274.992361323296
27.426918174135984,7436.862864920418,55.94118124483786,5947.487569789728,93.77741493480764,4281.096358434486,89.11642962517368,4624.954862364933,89.11642962517368,4283.131024138218
28.523620599932208,7558.942807144245,59.23128852222653,5968.2863747611955,116.80816587652839,4258.715035693453,94.38060126899558,4654.254048498653,110.22795132175102,4340.101663842671
29.894498632177495,7668.8147551456905,62.52139579961521,5989.537327666823,120.09827315391706,4258.715035693453,97.06752221219634,4669.717507847004,113.51805859913972,4344.170995250131
31.26537666442278,7762.4093775172905,65.81150307700389,6005.8146532966675,123.38838043130573,4256.002148088478,101.45433191538123,4692.777052489282,116.80816587652839,4359.091877077489
33.45878151601523,7879.06354453117,69.10161035439256,6001.745321889206,126.67848770869443,4250.5763728785305,104.7444391927699,4706.341490514152,120.09827315391706,4371.2998712998715
36.748888793403914,7904.835976778422,72.39171763178123,6012.596872309103,129.9685949860831,4258.715035693453,108.03454647015857,4718.549484736534,123.38838043130573,4376.725646509819
40.038996070792585,7851.934668481431,75.68182490916993,6028.648123971865,133.25870226347178,4258.715035693453,111.32465374754727,4736.1832541688655,126.67848770869443,4387.577196929714
43.05492774173221,7769.734174050721,78.9719321865586,6044.2472277004645,136.54880954086045,4258.715035693453,114.61476102493594,4752.460579798709,129.9685949860831,4390.2900845346885
45.52250819977372,7683.057415071803,82.26203946394727,6044.2472277004645,139.83891681824912,4258.715035693453,117.90486830232462,4766.025017823578,133.25870226347178,4403.854522559558
47.715913051366165,7583.358795589011,88.84225401872465,6045.829745470033,143.12902409563782,4258.715035693453,121.19497557971329,4786.371674860882,136.54880954086045,4405.210966362045
49.635142296509564,7487.051285612436,92.13236129611332,6051.933742581225,146.4191313730265,4258.715035693453,124.48508285710196,4802.649000490726,139.83891681824912,4418.7754043869145
51.2801959352039,7394.813107043323,95.42246857350199,6053.2901863837105,149.70923865041516,4265.497254705888,127.77519013449066,4820.282769923057,143.12902409563782,4421.488291991888
53.1994251803473,7294.436265659287,98.71257585089066,6045.151523568789,152.99934592780383,4273.635917520809,131.06529741187933,4829.7778765404655,146.4191313730265,4430.983398609297
55.667005638388794,7191.889114191272,102.00268312827933,6037.012860753868,156.2894532051925,4274.992361323296,134.355404689268,4846.05520217031,149.70923865041516,4439.122061424219
58.134586096430304,7093.004360989972,105.29279040566803,6019.379091321536,159.5795604825812,4276.348805125783,137.64551196665667,4859.619640195179,152.99934592780383,4452.686499449089
60.87634216092088,6994.662185309667,108.5828976830567,6003.101765691694,162.86966775996987,4288.556799348165,140.93561924404534,4875.896965825023,156.2894532051925,4456.755830856549
63.52670635659509,6909.206225752988,111.87300496044537,5989.537327666823,166.15977503735854,4291.26968695314,144.22572652143404,4892.174291454867,159.5795604825812,4468.963825078932
65.81150307700389,6808.151162467709,115.16311223783404,5984.111552456876,168.90153110184912,4291.26968695314,147.24165819237365,4899.634732368545,162.86966775996987,4478.458931696341
67.18238110924918,6708.452542984916,118.45321951522274,5975.972889641954,173.288340805034,4287.200355545679,157.38615563098875,4935.58049313445,166.15977503735854,4483.8847069062895
68.55325914149446,6541.60995527902,121.74332679261141,5975.972889641954,177.1267992953208,4274.992361323296,160.67626290837742,4941.0062683443975,169.4498823147472,4493.3798135236975
71.29501520598501,6344.925603918409,125.03343407000008,5982.755108654388,182.06196021140383,4258.715035693453,163.9663701857661,4951.857818764293,172.73998959213588,4502.8749201411065
74.58512248337368,6249.974537744321,128.32354134738875,5990.893771469311,184.5295406694453,4258.715035693453,167.3113125844446,4966.77870059165,176.03009686952458,4512.370026758515
77.87522976076238,6159.092802977695,131.61364862477743,6001.745321889206,189.7388771919774,4241.081266261122,170.54658474054344,4983.056026221493,179.51604386580541,4533.104239167959
81.16533703815105,6080.419062433451,134.90375590216613,6013.049020243265,193.02898446936607,4203.100839791487,173.83669201793214,4992.551132838902,184.80371627589437,4542.211790413228
84.45544431553972,6023.448422728998,138.1938631795548,6027.969902070621,196.31909174675474,4175.9719637417475,178.22350172111703,5006.115570863772,194.67403810806042,4561.202003648046
87.47137598647936,5959.6955640121105,141.48397045694347,6041.082192161328,199.60919902414344,4162.407525716877,181.5136089985057,5012.897789876207,197.9641453854491,4572.053554067942
92.68071250901141,5883.734711072841,144.77407773433214,6041.082192161328,202.89930630153208,4144.773756284547,184.80371627589437,5025.1057840985895,201.25425266283776,4576.122885475403
95.42246857350199,5811.164967639787,148.0641850117208,6034.299973148894,206.18941357892078,4144.773756284547,188.09382355328304,5040.026665925946,204.54435994022646,4588.330879697785
97.61587342509443,5709.431682453265,151.3542922891095,6010.788280572453,209.47952085630948,4139.347981074599,191.38393083067174,5056.303991555789,207.8344672176151,4600.538873920168
99.80927827668688,5607.698397266742,154.64439956649818,6005.362505362505,212.76962813369812,4135.278649667139,194.67403810806042,5071.224873383146,211.1245744950038,4600.538873920168
102.27685873472839,5507.185911502458,157.93450684388685,6003.101765691694,219.34984268847546,4135.278649667139,197.9641453854491,5084.789311408016,214.4146817723925,4610.033980537577
105.01861479921897,5411.14969028638,161.22461412127552,5992.250215271797,225.93005724325286,4143.417312482061,201.25425266283776,5099.710193235373,217.70478904978114,4618.172643352499
108.03454647015857,5314.028314028314,164.5147213986642,5992.250215271797,229.2201645206415,4129.85287445719,204.54435994022646,5114.631075062729,220.99489632716984,4627.667749969907
111.32465374754727,5236.711017286556,167.8048286760529,5992.250215271797,232.5102717980302,4128.4964306547035,207.8344672176151,5128.195513087599,224.28500360455848,4641.232187994778
114.61476102493594,5153.967945334851,171.09493595344156,5993.606659074285,235.8003790754189,4117.644880234808,212.76962813369812,5147.1857263224165,227.57511088194718,4658.865957427108
117.90486830232462,5106.492412247808,174.38504323083023,5992.250215271797,239.09048635280755,4109.506217419886,216.60808662398495,5160.750164347286,230.86521815933588,4671.0739516494905
121.19497557971329,5088.858642815477,177.6751505082189,5987.276587996012,242.38059363019624,4100.011110802478,219.8981939013736,5171.601714767182,234.15532543672452,4681.925502069386
125.03343407000008,5120.0568502726765,180.9652577856076,5985.015848325201,245.6707009075849,4087.803116580095,223.1883011787623,5196.017703211948,237.44543271411322,4684.63838967436
134.90375590216613,5204.156366026869,184.25536506299628,5980.94651691774,248.9608081849736,4079.6644537651728,226.47840845615093,5204.156366026869,240.73553999150187,4695.489940094256
138.1938631795548,5156.6808329398245,187.54547234038495,5988.1808838643365,252.2509154623623,4079.6644537651728,229.76851573353963,5217.720804051738,244.02564726889057,4698.20282769923
141.48397045694347,5098.353749432886,190.83557961777362,5994.963102876771,255.54102273975093,4078.308009962686,233.05862301092833,5224.503023064173,247.31575454627927,4710.410821921612
144.77407773433214,5033.244446913512,194.1256868951623,6001.745321889206,258.8311300171396,4064.7435719378154,236.34873028831697,5235.35457348407,250.6058618236679,4723.975259946483
147.79000940527177,4964.065812986676,197.415794172551,6016.666203716562,262.12123729452827,4060.674240530355,239.63883756570567,5247.562567706453,253.8959691010566,4730.757478958917
157.93450684388685,4782.3023434534225,200.70590144993966,6024.8048665314855,265.41134457191697,4060.674240530355,242.9289448430943,5251.631899113912,257.18607637844525,4737.539697971351
161.22461412127552,4768.737905428552,203.99600872732833,6024.8048665314855,268.70145184930567,4047.1098025054853,246.219052120483,5265.196337138783,260.47618365583395,4747.03480458876
164.5147213986642,4763.312130218605,207.28611600471703,6016.666203716562,271.9915591266943,4047.1098025054853,249.5091593978717,5281.473662768627,263.49211532677356,4761.68439765562
167.8048286760529,4759.242798811143,210.57622328210567,6012.596872309103,275.281666404083,4047.1098025054853,252.79926667526036,5293.68165699101,267.6047494235094,4778.233012045961
171.09493595344156,4733.470366563892,213.86633055949437,6000.38887808672,278.57177368147165,4047.1098025054853,256.08937395264905,5301.820319805931,270.8948567008981,4789.084562465858
174.38504323083023,4707.697934316639,217.15643783688301,5993.606659074285,281.86188095886035,4033.5453644806157,259.37948123003775,5316.741201633287,274.18496397828676,4795.866781478291
177.6751505082189,4667.00462024203,220.44654511427171,5981.398664851902,285.15198823624905,4028.1195892706673,262.6695885074264,5326.236308250696,277.47507125567546,4798.579669083265
180.9652577856076,4601.895317722656,223.7366523916604,5972.129632201574,288.4420955136377,4030.832476875642,268.70145184930567,5343.8700776830265,280.7651785330641,4812.144107108135
184.25536506299628,4548.541861491502,226.5175763999294,5888.772930910649,291.7322027910264,4028.1195892706673,271.9915591266943,5349.295852892975,284.0552858104528,4817.569882318083
187.54547234038495,4536.786015203281,229.76851573353963,5830.833402775848,295.02231006841504,4014.555151245798,275.281666404083,5358.790959510384,287.3453930878415,4827.064988935492
200.70590144993966,4475.746044091367,233.05862301092833,5798.278751516162,298.31241734580374,4014.555151245798,278.57177368147165,5365.573178522818,290.63550036523014,4831.134320342953
203.99600872732833,4426.914067201837,236.34873028831697,5782.4535738204795,301.60252462319244,3999.6342694184414,281.86188095886035,5380.494060350175,293.92560764261884,4837.9165393553885
207.28611600471703,4356.378989472514,239.63883756570567,5753.063958099929,304.8926319005811,3994.208494208494,285.15198823624905,5391.345610770071,297.2157149200075,4843.342314565336
210.57622328210567,4289.913243150653,242.9289448430943,5741.308111811709,308.1827391779698,3990.1391628010324,288.4420955136377,5400.840717387479,300.5058221973962,4844.698758367822
213.0438037401472,4247.863485273557,246.219052120483,5722.317898576891,311.4728464553584,3990.1391628010324,291.7322027910264,5411.692267807375,303.7959294747849,4844.698758367822
219.8981939013736,4132.565762062164,249.5091593978717,5716.892123366943,314.7629537327471,3983.356943788597,295.02231006841504,5414.405155412349,307.0860367521735,4855.550308787719
225.1075304239057,3971.1489495662145,252.79926667526036,5710.109904354508,318.0530610101358,3973.861837171189,298.0382417393547,5424.171550790255,310.3761440295622,4860.976083997666
227.30093527549815,3868.0592205772055,256.08937395264905,5697.9019101321255,321.34316828752446,3973.861837171189,301.60252462319244,5430.682481042193,313.6662513069509,4865.045415405128
230.31686694643776,3781.2468172180397,259.37948123003775,5685.693915909743,324.63327556491316,3969.7925057637285,304.8926319005811,5432.03892484468,316.95635858433957,4869.114746812588
233.6069742238264,3720.2068461061262,262.4737487885342,5671.741922512734,327.9233828423018,3965.723174356267,308.1827391779698,5445.6033628695495,320.24646586172827,4877.25340962751
236.8970815012151,3675.444200624056,265.9596957848151,5634.917702903314,331.2134901196905,3965.723174356267,311.4728464553584,5448.316250474523,323.5365731391169,4877.25340962751
240.1871887786038,3622.5428923270647,270.4640093193353,5557.800643103828,334.5035973970792,3965.723174356267,314.7629537327471,5455.0984694869585,326.8266804165056,4884.035628639945
243.47729605599244,3568.2851402275855,273.63661276538863,5537.841541438664,337.79370467446785,3963.0102867512933,318.0530610101358,5460.524244696906,330.1167876938943,4885.3920724424315
246.76740333338114,3531.6611575604375,276.92672004277733,5536.485097636176,341.08381195185655,3952.1587363313984,321.34316828752446,5471.375795116802,333.40689497128295,4889.461403849893
250.05751061076978,3509.958056720646,280.21682732016603,5533.772210031202,344.3739192292452,3949.4458487264237,324.63327556491316,5471.375795116802,336.69700224867165,4893.530735257354
253.34761788815848,3490.967843485828,283.5069345975547,5525.633547216281,347.6640265066339,3949.4458487264237,327.9233828423018,5472.732238919289,339.9871095260603,4894.8871790598405
256.6377251655472,3477.403405460959,286.7970418749434,5522.920659611306,350.9541337840226,3949.4458487264237,331.2134901196905,5479.514457931724,343.277216803449,4901.669398072276
259.9278324429358,3465.1954112385765,290.0871491523321,5516.590588533034,354.24424106141123,3949.4458487264237,334.5035973970792,5479.514457931724,346.5673240808377,4909.808060887197
263.2179397203245,3427.2149847689416,293.92560764261884,5520.207772006333,357.53434833879993,3944.0200735164763,337.79370467446785,5483.5837893391845,349.85743135822634,4909.808060887197
266.50804699771317,3370.2443450644887,323.5365731391169,5471.375795116802,360.82445561618863,3929.099191689119,341.08381195185655,5487.653120746645,353.14753863561504,4907.095173282223
269.79815427510187,3290.2141607177573,326.8266804165056,5471.375795116802,364.1145628935773,3920.9605288741977,344.3739192292452,5487.653120746645,356.4376459130037,4909.808060887197
273.08826155249056,3254.946621853096,330.1167876938943,5476.80157032675,367.40467017096597,3916.8911974667362,347.6640265066339,5489.009564549133,359.7277531903924,4915.233836097145
276.3783688298792,3212.8968639759996,333.40689497128295,5479.514457931724,369.87225062900745,3911.4654222567888,350.9541337840226,5495.791783561567,363.0178604677811,4922.01605510958
279.6684761072679,3170.847106098904,336.69700224867165,5474.9929785901,215.77981267396672,4136.636722368136,354.24424106141123,5495.791783561567,366.3079677451697,4926.085386517041
282.9585833846566,3135.579567234243,343.277216803449,5485.392381075833,222.73688775921903,4149.027603314173,357.53434833879993,5495.791783561567,369.3238994161093,4926.085386517041
286.24869066204525,3113.876466394452,346.5673240808377,5476.349422392587,96.95297021785771,4268.806119125862,360.82445561618863,5499.861114969028,182.0843790110615,4541.405499938672
289.53879793943395,3092.1733655546595,366.3079677451697,5422.543818227271,100.2923662587788,4264.675825477183,364.1145628935773,5510.712665388924,187.99789283352595,4551.731234060369
292.8289052168226,3078.60892752979,369.3238994161093,5419.830930622296,103.77090380140496,4272.936412774541,367.40467017096597,5512.0691091914105,191.0126253704686,4562.056968182067
296.1190124942113,3069.113820912382,362.9915214779051,5429.418634404645,106.971158340621,4264.675825477183,369.87225062900745,5512.0691091914105,106.6001143360742,4334.890817504725
299.4091197716,3059.618714294972,359.93040844039405,5431.483781228984,109.47570537131182,4244.024357233788,149.73397986463837,4909.690016945878,103.12157679344807,4328.006994756927
302.69922704898863,3033.8462820477207,357.2867199079982,5437.679221702003,113.09338441564302,4252.284944531147,152.5168098987393,4916.573839693676,99.41113674798021,4317.68126063523
305.98933432637733,3013.499625010416,354.64303137560233,5437.679221702003,70.93350939901416,4268.806119125862,154.8358349271567,4926.8995738153735,95.70069670251232,4314.239349261331
309.279441603766,3005.360962195494,351.72105983979634,5454.200396296718,67.31583035468296,4264.675825477183,51.175416156897676,4355.54228574812,92.10620790846528,4297.029792391835
312.5695488811547,3012.143181207929,349.07737130740054,5458.330689945396,64.81128332399214,4285.3272937205775,47.92878111711327,4321.123172009129,71.00308014986669,4224.749653539953
315.8596561585434,3004.004518393007,339.8940321948675,5483.112451837471,61.47188728307105,4277.06670642322,44.56619482590799,4279.820235522339,68.22025011576577,4197.214362548761
319.149763435932,2990.4400803681374,320.27508045445603,5478.982158188792,58.68905724897014,4277.06670642322,32.85511843239998,4069.8636417144935,65.55337133308572,4224.749653539953
322.4398707133207,3002.64807459052,316.93568441353494,5487.24274548615,51.03627465519262,4268.806119125862,30.536093403982555,3990.6996801148134,61.84293128761784,4214.4239194182555
325.72997799070936,3024.3511754303117,313.87457137602394,5491.373039134829,47.69687861427153,4260.545531828504,23.347115815888536,3753.207795315774,59.17605250493779,4197.214362548761
329.02008526809806,3041.984944862642,309.97860932828263,5499.633626432187,37.81783199321328,4206.851714395678,18.70906575905368,3567.3445811252222,37.60911974065571,4056.095996218897
332.31019254548676,3043.3413886651288,306.63921328736154,5501.698773256527,34.06101144717706,4161.41848426021,15.462430719269271,3436.5519489170547,32.97106968382085,3997.5835028626116
335.6002998228754,3008.0738498004685,304.13466625667076,5503.763920080866,8.180692130038551,3356.0112227678155,10.360575656750932,3254.1306461004024,25.78209209572683,3787.6269090547657
338.8904071002641,2968.7369795283457,301.49097772427484,5512.0245073782235,6.510994109578,3194.929770469337,13.955064450797956,3384.923278308568,24.042823324413767,3674.043833716094
342.18051437765274,2940.2516596761197,298.847289191879,5516.1548010269025,7.345843119808272,3273.4053497942377,,,22.88331081020504,3577.67031524692
345.47062165504144,2910.409896021407,296.4818836628932,5516.154801026903,91.24816864795085,4277.06670642322,,,17.7814557476867,3192.176241370218
348.76072893243014,2875.1423571567448,268.0970173150639,5602.89096764916,,,,,16.737894484898852,3075.1512546576478
352.0508362098188,2842.587705897058,85.40422557633892,6040.702094409127,,,,,13.60721069653534,2916.8233314582885
355.3409434872075,2826.310380267214,28.634492880680263,5181.601015483908,,,,,10.360575656750932,2837.6593698586094
358.6310507645961,2838.5183744895967,20.255082444665298,4165.089856392368,,,,,7.693696874070888,2823.891724363012
361.9211580419848,2861.577919131875,19.675326187560934,4067.569034131893,,,,,,
365.2112653193735,2894.1325703915627,19.192195973307314,3975.784730827917,,,,,,
368.50137259676217,2919.905002638815,18.998943887605854,3875.3956490891924,,,,,,
370.4206018419056,2932.1129968611976,18.322561587650775,3760.6652699592223,,,,,,
216.30855038044592,4196.112950909113,18.225935544800045,3674.617485611744,,,,,,
222.9873424622881,4067.2477890703303,17.646179287695695,3579.9649228295184,,,,,,
153.36093500908322,4840.4387601030285,16.39004073063625,3270.192899178597,,,,,,
155.53154243568193,4805.744293454125,16.003536559233346,3052.205178831653,,,,,,
190.76217066739952,4498.450445992412,16.58329281633771,3382.0550188303187,,,,,,
193.93459690627458,4483.5813888571665,16.196788644934806,3155.462520048626,,,,,,
197.52444765026473,4488.537741235582,13.877763616517377,2997.708248744917,,,,,,
149.52062956202397,4924.696750536078,11.848616716652124,2951.8160970929284,,,,,,
151.69123698862268,4880.089579130345,11.36548650239849,2882.977869614947,,,,,,
90.07938003362844,5920.923578597438,9.722843773936148,2839.953977441208,,,,,,
128.315464702175,5157.645312321571,7.790322916921625,2900.187426484442,,,,,,
131.15395133695793,5197.296131348889,6.824062488414363,2954.684356571178,,,,,,
69.70906418400975,6436.384225952571,,,,,,,,
16.779636935410373,3859.0809891769113,,,,,,,,
16.61266713336432,3665.783246418737,,,,,,,,
16.445697331318264,3264.3187037671432,,,,,,,,
15.777818123134047,2887.635923007624,,,,,,,,
10.940331913855296,2837.6593698586094,,,,,,,,
9.201063142542218,2817.007901615214,,,,,,,,
7.809648125491762,2820.4498129891135,,,,,,,,
6.070379354178691,2803.2402561196177,,,,,,,,
